james_3
393.11,421.77,18:15:22.594 21/06/2025,62
509.94,420.6,18:15:22.993 21/06/2025,62
614.5,415.02,18:15:23.101 21/06/2025,62
745.6,409.02,18:15:23.227 21/06/2025,62
827.81,408.29,18:15:23.357 21/06/2025,62
895.02,414.36,18:15:23.486 21/06/2025,62
931.04,419.51,18:15:23.586 21/06/2025,62
916.78,421.51,18:15:24.046 21/06/2025,63
898.71,426.22,18:15:24.192 21/06/2025,63
797.95,407.21,18:15:24.348 21/06/2025,63
709.43,390.27,18:15:24.498 21/06/2025,63
735.22,402.45,18:15:24.941 21/06/2025,63
579.0,327.84,18:15:25.107 21/06/2025,63
592.65,295.4,18:15:25.292 21/06/2025,63
691.91,243.83,18:15:25.457 21/06/2025,63
679.28,214.8,18:15:25.610 21/06/2025,63
792.18,174.93,18:15:25.763 21/06/2025,63
792.37,151.62,18:15:25.919 21/06/2025,63
1104.64,179.45,18:15:26.445 21/06/2025,63
1068.02,250.09,18:15:26.579 21/06/2025,63
1040.05,308.4,18:15:26.710 21/06/2025,63
969.43,341.34,18:15:26.852 21/06/2025,63
905.38,366.48,18:15:26.992 21/06/2025,64
877.75,394.08,18:15:27.141 21/06/2025,64
844.57,411.08,18:15:27.304 21/06/2025,64
829.06,432.76,18:15:27.438 21/06/2025,64
588.98,423.65,18:15:28.462 21/06/2025,64
538.6,418.67,18:15:28.606 21/06/2025,64
509.77,413.08,18:15:28.752 21/06/2025,64
465.15,405.6,18:15:29.248 21/06/2025,64
609.31,374.07,18:15:29.419 21/06/2025,64
676.39,349.24,18:15:29.580 21/06/2025,64
738.04,356.55,18:15:29.744 21/06/2025,64
753.85,359.03,18:15:29.899 21/06/2025,64
798.05,390.12,18:15:30.055 21/06/2025,65
811.43,378.64,18:15:30.195 21/06/2025,65
776.38,347.63,18:15:30.311 21/06/2025,65
659.19,360.94,18:15:30.432 21/06/2025,65
568.59,326.59,18:15:30.561 21/06/2025,65
462.48,291.43,18:15:30.681 21/06/2025,65
368.88,254.82,18:15:30.810 21/06/2025,65
247.85,222.14,18:15:30.921 21/06/2025,65
140.93,219.27,18:15:31.018 21/06/2025,65
129.53,197.25,18:15:31.131 21/06/2025,65
84.71,186.89,18:15:31.236 21/06/2025,65
106.7,212.07,18:15:31.659 21/06/2025,65
114.4,226.89,18:15:31.782 21/06/2025,65
134.11,211.53,18:15:32.452 21/06/2025,66
97.16,178.23,18:15:33.020 21/06/2025,66
123.48,191.45,18:15:34.129 21/06/2025,67
156.33,216.14,18:15:34.528 21/06/2025,67
189.73,227.34,18:15:34.936 21/06/2025,67
217.52,230.05,18:15:35.511 21/06/2025,67
209.46,222.03,18:15:35.770 21/06/2025,68
255.52,230.52,18:15:35.859 21/06/2025,68
271.97,230.65,18:15:35.951 21/06/2025,68
283.18,261.34,18:15:36.031 21/06/2025,68
239.93,265.65,18:15:36.553 21/06/2025,68
227.03,272.96,18:15:36.893 21/06/2025,68
205.59,290.95,18:15:36.972 21/06/2025,68
166.25,276.93,18:15:37.054 21/06/2025,68
133.73,283.85,18:15:37.145 21/06/2025,68
114.74,294.08,18:15:37.239 21/06/2025,68
80.71,306.78,18:15:37.393 21/06/2025,68
72.36,323.66,18:15:37.460 21/06/2025,69
114.16,323.31,18:15:37.866 21/06/2025,69
173.7,323.34,18:15:39.000 21/06/2025,69
180.41,319.47,18:15:39.083 21/06/2025,70
206.94,328.54,18:15:39.168 21/06/2025,70
246.74,309.49,18:15:39.487 21/06/2025,70
246.66,293.83,18:15:40.676 21/06/2025,71
279.84,289.9,18:15:41.204 21/06/2025,71
274.21,266.66,18:15:41.283 21/06/2025,71
309.41,248.15,18:15:41.523 21/06/2025,71
339.27,246.86,18:15:41.600 21/06/2025,71
350.33,250.92,18:15:42.343 21/06/2025,72
323.8,265.34,18:15:42.498 21/06/2025,72
296.5,255.88,18:15:42.576 21/06/2025,72
261.67,246.76,18:15:42.813 21/06/2025,72
211.79,251.96,18:15:43.221 21/06/2025,72
191.16,229.07,18:15:43.702 21/06/2025,72
170.94,236.85,18:15:43.780 21/06/2025,72
160.32,223.14,18:15:43.858 21/06/2025,72
160.41,219.0,18:15:43.953 21/06/2025,73
136.93,210.63,18:15:44.030 21/06/2025,73
111.8,212.65,18:15:44.105 21/06/2025,73
82.58,200.24,18:15:44.262 21/06/2025,73
56.47,196.14,18:15:44.607 21/06/2025,73
36.07,180.85,18:15:44.687 21/06/2025,73
53.94,170.36,18:15:45.075 21/06/2025,73
73.4,173.88,18:15:45.161 21/06/2025,73
91.9,173.68,18:15:45.462 21/06/2025,73
128.59,169.56,18:15:45.628 21/06/2025,74
122.32,179.31,18:15:47.236 21/06/2025,75
132.91,192.03,18:15:47.321 21/06/2025,75
122.72,212.26,18:15:47.404 21/06/2025,75
141.38,235.96,18:15:47.750 21/06/2025,75
180.04,239.36,18:15:47.822 21/06/2025,75
233.38,237.13,18:15:48.730 21/06/2025,75
227.72,244.54,18:15:48.917 21/06/2025,76
249.59,248.33,18:15:48.998 21/06/2025,76
225.19,270.79,18:15:49.170 21/06/2025,76
174.82,270.14,18:15:49.638 21/06/2025,76
151.24,295.75,18:15:49.984 21/06/2025,76
105.37,293.57,18:15:50.567 21/06/2025,77
73.94,294.54,18:15:50.725 21/06/2025,77
117.91,323.15,18:15:51.193 21/06/2025,77
166.11,314.38,18:15:51.922 21/06/2025,77
212.67,314.66,18:15:52.204 21/06/2025,78
257.1,324.68,18:15:52.456 21/06/2025,78
243.9,338.32,18:15:52.536 21/06/2025,78
208.91,338.78,18:15:52.615 21/06/2025,78
156.89,337.8,18:15:52.688 21/06/2025,78
124.81,334.1,18:15:52.927 21/06/2025,78
99.4,331.39,18:15:53.003 21/06/2025,78
53.0,323.83,18:15:53.320 21/06/2025,78
37.94,306.81,18:15:53.816 21/06/2025,79
88.64,308.44,18:15:54.611 21/06/2025,79
122.41,303.9,18:15:54.690 21/06/2025,79
137.43,280.74,18:15:54.938 21/06/2025,79
137.65,252.54,18:15:55.124 21/06/2025,79
269.48,265.67,18:15:55.205 21/06/2025,79
234.74,268.59,18:15:55.462 21/06/2025,80
211.14,272.18,18:15:55.537 21/06/2025,80
186.54,267.6,18:15:55.601 21/06/2025,80
170.05,277.19,18:15:55.676 21/06/2025,80
143.57,269.18,18:15:55.757 21/06/2025,80
118.69,265.31,18:15:55.913 21/06/2025,80
95.21,241.76,18:15:56.167 21/06/2025,80
112.92,234.24,18:15:56.699 21/06/2025,80
142.58,222.22,18:15:56.882 21/06/2025,80
162.48,245.52,18:15:57.122 21/06/2025,81
151.84,264.45,18:15:57.199 21/06/2025,81
163.26,291.98,18:15:57.277 21/06/2025,81
178.51,317.1,18:15:57.357 21/06/2025,81
207.84,343.68,18:15:57.438 21/06/2025,81
190.06,381.14,18:15:57.510 21/06/2025,81
193.86,417.37,18:15:57.612 21/06/2025,81
32.22,424.24,18:16:05.629 21/06/2025,82
57.44,431.11,18:16:06.205 21/06/2025,83
36.58,427.85,18:16:06.581 21/06/2025,83
114.22,430.85,18:16:08.360 21/06/2025,84
75.29,432.21,18:16:08.610 21/06/2025,84
69.91,424.4,18:16:08.861 21/06/2025,85
610.31,430.58,18:16:09.350 21/06/2025,85
696.41,430.85,18:16:09.412 21/06/2025,85
718.64,412.85,18:16:09.474 21/06/2025,85
760.52,406.79,18:16:09.539 21/06/2025,85
662.53,430.53,18:16:09.602 21/06/2025,85
