james_1
143.35,358.5,18:18:09.231 21/06/2025,95
128.25,365.16,18:18:09.331 21/06/2025,95
85.73,382.21,18:18:09.408 21/06/2025,95
79.22,380.31,18:18:10.393 21/06/2025,96
95.67,376.02,18:18:10.472 21/06/2025,96
122.89,381.46,18:18:10.551 21/06/2025,96
168.33,373.81,18:18:10.865 21/06/2025,96
203.95,376.11,18:18:11.098 21/06/2025,96
244.03,370.87,18:18:11.262 21/06/2025,96
297.14,368.4,18:18:11.445 21/06/2025,96
230.72,362.62,18:18:12.021 21/06/2025,97
197.22,359.92,18:18:12.096 21/06/2025,97
176.31,357.38,18:18:12.173 21/06/2025,97
269.3,348.88,18:18:12.408 21/06/2025,97
282.19,328.67,18:18:12.585 21/06/2025,97
314.31,311.04,18:18:12.669 21/06/2025,97
370.32,305.02,18:18:12.850 21/06/2025,97
335.74,301.22,18:18:13.026 21/06/2025,97
317.72,284.27,18:18:13.106 21/06/2025,97
305.83,261.03,18:18:13.262 21/06/2025,97
289.34,242.0,18:18:13.339 21/06/2025,97
267.78,218.0,18:18:13.586 21/06/2025,97
273.8,216.79,18:18:13.693 21/06/2025,98
253.54,217.68,18:18:13.776 21/06/2025,98
207.12,220.02,18:18:13.854 21/06/2025,98
238.4,233.49,18:18:14.089 21/06/2025,98
292.14,223.1,18:18:14.248 21/06/2025,98
310.28,225.63,18:18:14.337 21/06/2025,98
345.8,236.94,18:18:14.416 21/06/2025,98
385.4,226.33,18:18:15.342 21/06/2025,99
409.85,230.53,18:18:15.434 21/06/2025,99
446.29,227.22,18:18:15.517 21/06/2025,99
476.68,220.3,18:18:15.595 21/06/2025,99
499.38,217.17,18:18:15.683 21/06/2025,99
535.16,221.26,18:18:15.772 21/06/2025,99
559.07,229.65,18:18:16.119 21/06/2025,99
583.55,233.87,18:18:16.207 21/06/2025,99
602.08,240.44,18:18:16.288 21/06/2025,99
621.03,221.43,18:18:16.458 21/06/2025,99
653.98,234.96,18:18:16.559 21/06/2025,99
570.03,239.25,18:18:17.083 21/06/2025,100
512.71,247.27,18:18:17.190 21/06/2025,100
475.99,272.02,18:18:17.357 21/06/2025,100
443.04,273.03,18:18:17.437 21/06/2025,100
402.99,274.98,18:18:17.512 21/06/2025,100
367.68,268.69,18:18:17.669 21/06/2025,100
320.73,267.48,18:18:17.852 21/06/2025,100
269.4,265.92,18:18:17.949 21/06/2025,100
250.92,267.81,18:18:18.039 21/06/2025,100
218.5,284.4,18:18:18.138 21/06/2025,100
194.23,277.65,18:18:18.468 21/06/2025,100
232.82,278.41,18:18:18.778 21/06/2025,101
192.93,245.02,18:18:18.856 21/06/2025,101
154.69,230.86,18:18:19.615 21/06/2025,101
261.23,272.66,18:18:19.702 21/06/2025,101
461.82,349.85,18:18:19.788 21/06/2025,101
502.51,361.35,18:18:19.870 21/06/2025,101
477.06,350.32,18:18:19.973 21/06/2025,101
405.03,345.59,18:18:20.062 21/06/2025,101
365.67,336.92,18:18:20.138 21/06/2025,101
344.57,328.72,18:18:20.313 21/06/2025,101
307.39,319.97,18:18:20.403 21/06/2025,101
310.31,328.54,18:18:20.487 21/06/2025,102
306.52,346.64,18:18:20.737 21/06/2025,102
303.23,367.04,18:18:20.830 21/06/2025,102
274.05,388.9,18:18:20.911 21/06/2025,102
258.73,404.38,18:18:20.977 21/06/2025,102
227.9,411.84,18:18:21.052 21/06/2025,102
210.2,432.52,18:18:21.142 21/06/2025,102
